11614e7b-ab87-4d1a-ab38-daf9ecf51560	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2026__scale-rae__11614e7b-ab87-4d1a-ab38-daf9ecf51560.pdf	OK	https://arxiv.org/pdf/2601.16208.pdf
14efae63-0980-4276-b4a5-a59d14c631b3	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2024__universal-matter-reps__14efae63-0980-4276-b4a5-a59d14c631b3.pdf	OK	https://arxiv.org/pdf/2512.03750.pdf
18895db7-a1c4-458f-8eea-36a065747eb6	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2024__helm__18895db7-a1c4-458f-8eea-36a065747eb6.pdf	OK	https://arxiv.org/pdf/2510.00224.pdf
21c2ba4c-dbcc-4baa-81d1-f1e5814ceefb	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2022__vit-analysis__21c2ba4c-dbcc-4baa-81d1-f1e5814ceefb.pdf	OK	https://arxiv.org/pdf/2202.06709.pdf
243dec6a-2274-48cd-b67b-d68e2faafae1	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2025__va-vae__243dec6a-2274-48cd-b67b-d68e2faafae1.pdf	OK	https://arxiv.org/pdf/2501.01423.pdf
2fd56c39-27f8-441d-ac06-218932b6a576	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2025__reg__2fd56c39-27f8-441d-ac06-218932b6a576.pdf	OK	https://arxiv.org/pdf/2507.01467.pdf
478c3c9e-202f-4cef-b7ca-488f78b32131	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2025__repa__478c3c9e-202f-4cef-b7ca-488f78b32131.pdf	OK	https://arxiv.org/pdf/2410.06940.pdf
4d0fa9e4-ac2f-4c7f-aedb-49bc634384c0	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2024__platonic-mlip__4d0fa9e4-ac2f-4c7f-aedb-49bc634384c0.pdf	OK	https://arxiv.org/pdf/2512.05349.pdf
4efdfc5b-9aa4-4334-aed0-1c2f6211e4ed	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2025__force-conf-repa__4efdfc5b-9aa4-4334-aed0-1c2f6211e4ed.pdf	OK	https://openreview.net/pdf?id=yzkHGHvC74
55c1d45a-69bc-4c4c-b517-d2f933bdd799	/Users/gimseongsu/Library/CloudStorage/GoogleDrive-ksusu7@gmail.com/내 드라이브/2026_claude/material-rae-1/papers/notion-paper-retriever/raw/2024__l-dae__55c1d45a-69bc-4c4c-b517-d2f933bdd799.pdf	OK	https://arxiv.org/pdf/2401.14404.pdf
